imdb_title_identifier,domestic_gross,international_gross,worldwide_gross,name
tt0095993,13687027,0,13687027,Return to Snowy River
tt0096003,187349,0,187349,Rocket Gibraltar
tt0096018,2835116,0,2835116,Running on Empty
tt0096028,2080046,0,2080046,Salaam Bombay!
tt0096030,8892589,0,8892589,Salsa
tt0096037,8253123,0,8253123,Satisfaction
tt0096054,14545844,0,14545844,School Daze
tt0096061,60328558,0,60328558,Scrooged
tt0096071,19595031,0,19595031,The Serpent and the Rainbow
tt0096072,177820,0,177820,Seven Hours to Judgment
tt0096073,18875011,0,18875011,The Seventh Sign
tt0096087,10068039,0,10068039,Shakedown
tt0096094,16031707,0,16031707,She's Having a Baby
tt0096098,29300090,0,29300090,Shoot to Kill
tt0096101,21630088,0,21630088,Short Circuit 2
tt0096152,657446,0,657446,Spellbinder
tt0096156,623112,0,623112,Spike of Bensonhurst
tt0096161,695822,0,695822,Split Decisions
tt0096171,7467504,0,7467504,Stealing Home
tt0096180,1791328,0,1791328,Stormy Monday
tt0096193,4594452,0,4594452,Sunset
tt0096200,3790493,0,3790493,Sweet Hearts Dance
tt0096203,9129999,0,9129999,Switching Channels
tt0096211,159969,0,159969,Taffin
tt0096219,3468572,0,3468572,Talk Radio
tt0096223,343786,0,343786,Tapeheads
tt0096241,99978,0,99978,The Telephone
tt0096244,41292551,0,41292551,Tequila Sunrise
tt0096246,858591,0,858591,The Terror Within
tt0096256,13008928,0,13008928,They Live
tt0096257,1209846,0,1209846,The Thin Blue Line
tt0096259,3527886,0,3527886,Things Change
tt0096267,422667,0,422667,Tiger Warsaw
tt0096271,1212487,0,1212487,A Time of Destiny
tt0096283,1105564,0,1105564,My Neighbor Totoro
tt0096289,4865997,2453,4868450,Torch Song Trilogy
tt0096291,3582760,0,3582760,Tougher Than Leather
tt0096294,429028,0,429028,Track 29
tt0096316,19652638,0,19652638,Tucker: The Man and His Dream
tt0096320,111938388,104676000,216614388,Twins
tt0096321,33455,0,33455,Twister
tt0096324,1547397,0,1547397,Two Moon Junction
tt0096328,8600823,0,8600823,U2: Rattle and Hum
tt0096332,10006806,0,10006806,The Unbearable Lightness of Being
tt0096340,6337299,0,6337299,The Unholy
tt0096378,1883811,0,1883811,Vibes
tt0096380,13664060,0,13664060,Vice Versa
tt0096425,940173,0,940173,Watchers
tt0096426,808114,0,808114,Waxwork
tt0096427,20998,0,20998,We Think the World of You
tt0096438,156452370,173351588,329803958,Who Framed Roger Rabbit
tt0096446,57269863,0,57269863,Willow
tt0096454,8539181,0,8539181,Without a Clue
tt0096461,9436,0,9436,As Tears Go By
tt0096463,63779477,39173635,102953112,Working Girl
tt0096464,2326860,0,2326860,A World Apart
tt0096465,323947,0,323947,World Gone Wild
tt0096466,1152786,0,1152786,The Wrong Guys
tt0096486,11536599,0,11536599,Young Einstein
tt0096487,45661556,0,45661556,Young Guns
tt0096615,12316,0,12316,L'hï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿
tt0096734,36601993,12500000,49101993,The 'Burbs
tt0096754,54461047,35539051,90000098,The Abyss
tt0096755,111747,0,111747,Torrents of Spring
tt0096764,8083123,0,8083123,The Adventures of Baron Munchausen
tt0096769,76325,0,76325,After Midnight
tt0096770,3967,0,3967,After School
tt0096787,27100027,0,27100027,All Dogs Go to Heaven
tt0096794,43858790,30276000,74134790,Always
tt0096804,902152,0,902152,American Ninja 3: Blood Hunt
tt0096820,41526,0,41526,Animal Behavior
tt0096869,1305187,0,1305187,Babar: The Movie
tt0096874,118450002,213500000,331950002,Back to the Future Part II
tt0096895,251348343,160208482,411556825,Batman
tt0096911,75868,0,75868,"Bert Rigby, You're a Fool"
tt0096913,1700000,0,1700000,Best of the Best
tt0096918,192561,0,192561,Beverly Hills Brats
tt0096926,117463,0,117463,The Big Picture
tt0096928,40485039,0,40485039,Bill & Ted's Excellent Adventure
tt0096933,46212055,88000000,134212055,Black Rain
tt0096943,19131246,0,19131246,Blaze
tt0096945,2692037,0,2692037,Blind Fury
tt0096951,15510,0,15510,Blood Red
tt0096952,1770082,0,1770082,Bloodfist
tt0096953,43671,0,43671,Bloodhounds of Broadway
tt0096969,70001698,91000000,161001698,Born on the Fourth of July
tt0096976,1877618,0,1877618,Breaking In
tt0096978,67878,0,67878,Brenda Starr
tt0097003,618178,0,618178,Cage
tt0097027,18671317,0,18671317,Casualties of War
tt0097029,3686,0,3686,Catch Me If You Can
tt0097044,16278590,0,16278590,Chances Are
tt0097050,13299749,0,13299749,The Adventures of Milo and Otis
tt0097052,30877,0,30877,Checking Out
tt0097053,8153677,0,8153677,Cheetah
tt0097074,64227,0,64227,Cohen and Tate
tt0097100,1919653,0,1919653,Communion
tt0097108,7724701,0,7724701,"The Cook, the Thief, His Wife & Her Lover"
tt0097109,1869417,0,1869417,Cookie
tt0097115,1393610,0,1393610,Courage Mountain
tt0097116,22026369,0,22026369,Cousins
tt0097119,862551,0,862551,Crack House
tt0097123,18254702,0,18254702,Crimes and Misdemeanors
tt0097125,9974446,0,9974446,Criminal Law
tt0097138,10166459,0,10166459,Cyborg
tt0097142,22103037,5400000,27503037,Dad
tt0097158,336811,0,336811,Dark Obsession
tt0097162,7825009,0,7825009,Dead Calm
tt0097165,95860116,140000000,235860116,Dead Poets Society
tt0097166,8125592,0,8125592,Dead Bang
tt0097179,8143225,0,8143225,DeepStar Six
tt0097211,7723506,0,7723506,Disorganized Crime
tt0097216,27545445,9750000,37295445,Do the Right Thing
tt0097235,28890240,0,28890240,The Dream Team
tt0097236,5552441,0,5552441,Dream a Little Dream
tt0097239,106593296,39200000,145793296,Driving Miss Daisy
tt0097240,4729352,0,4729352,Drugstore Cowboy
tt0097243,3766879,0,3766879,A Dry White Season
tt0097257,3916303,0,3916303,Earth Girls Are Easy
tt0097262,536508,0,536508,Eddie and the Cruisers II: Eddie Lives!
tt0097276,7754571,0,7754571,"Enemies, A Love Story"
tt0097289,1932642,0,1932642,Erik the Viking
tt0097314,169203,0,169203,The Experts
tt0097322,18428904,0,18428904,The Fabulous Baker Boys
tt0097328,12195695,0,12195695,Family Business
tt0097332,11859,0,11859,Far from Home
tt0097334,2420917,0,2420917,Farewell to the King
tt0097336,3563162,0,3563162,Fat Man and Little Boy
tt0097350,3102,0,3102,The Feud
tt0097351,64431625,20000000,84431625,Field of Dreams
tt0097366,35150960,4300000,39450960,Fletch Lives
tt0097368,20021322,18881857,38903179,The Fly II
tt0097372,770132,0,770132,For All Mankind
tt0097373,191051,0,191051,For Queen & Country
tt0097388,14343976,0,14343976,Friday the 13th Part VIII: Jason Takes Manhattan
tt0097390,2983784,0,2983784,Fright Night Part 2
tt0097424,960385,0,960385,Getting It Right
tt0097428,112494738,102900000,215394738,Ghostbusters II
tt0097435,747013,0,747013,The Girl in a Swing
tt0097438,2777280,0,2777280,Gleaming the Cube
tt0097441,26979166,0,26979166,Glory
tt0097443,6291444,0,6291444,The Gods Must Be Crazy II
tt0097457,13741060,0,13741060,Great Balls of Fire!
tt0097458,11604598,0,11604598,Gross Anatomy
tt0097474,11642254,0,11642254,Halloween 5: The Revenge of Michael Myers
tt0097478,70912,0,70912,Happy Together
tt0097481,60864870,0,60864870,Harlem Nights
tt0097490,1097333,0,1097333,Heart of Dixie
tt0097493,1108462,0,1108462,Heathers
tt0097499,10161099,0,10161099,Henry V
tt0097500,18699037,0,18699037,Her Alibi
tt0097507,4780,0,4780,High Stakes
tt0097523,130724172,92000000,222724172,"Honey, I Shrunk the Kids"
tt0097527,1738897,0,1738897,The Horror Show
tt0097530,1642239,0,1642239,How I Got Into College
tt0097531,418053,0,418053,How to Get Ahead in Advertising
tt0097567,5932613,0,5932613,Immediate Family
tt0097570,3531971,0,3531971,In Country
tt0097576,197171806,277000000,474171806,Indiana Jones and the Last Crusade
tt0097579,20047604,0,20047604,An Innocent Man
tt0097607,2049769,0,2049769,Jacknife
tt0097613,4611062,0,4611062,The January Man
tt0097626,7237794,0,7237794,Johnny Handsome
tt0097635,1601612,0,1601612,Jesus of Montreal
tt0097637,43247647,35000000,78247647,K-9
tt0097647,38956288,0,38956288,The Karate Kid Part III
tt0097659,14697005,0,14697005,Kickboxer
tt0097662,283694,0,283694,Kill Me Again
tt0097670,3416846,0,3416846,Kinjite: Forbidden Subjects
tt0097702,1231622,0,1231622,The Icicle Thief
tt0097714,1730005,0,1730005,Last Exit to Brooklyn
tt0097722,31906454,0,31906454,Lean on Me
tt0097731,4973285,0,4973285,Let It Ride
tt0097733,147253986,80600000,227853986,Lethal Weapon 2
tt0097737,15704614,0,15704614,Leviathan
tt0097742,34667015,121500000,156167015,Licence to Kill
tt0097756,4299023,0,4299023,Listen to Me
tt0097757,111543479,108938072,220481551,The Little Mermaid
tt0097758,793775,0,793775,Little Monsters
tt0097770,22099847,0,22099847,Lock Up
tt0097778,140088813,156911000,296999813,Look Who's Talking
tt0097782,1247946,0,1247946,Lost Angels
tt0097790,3960327,0,3960327,Loverboy
tt0097814,1004057,0,1004057,Kiki's Delivery Service
tt0097815,49797148,0,49797148,Major League
tt0097826,70060,0,70060,Manifesto
tt0097880,4557214,0,4557214,The Mighty Quinn
tt0097883,5777099,0,5777099,Millennium
tt0097884,1576702,0,1576702,May Fools
tt0097885,85085,0,85085,Mind Games
tt0097889,1145404,0,1145404,Miracle Mile
tt0097892,1852655,0,1852655,Miss Firecracker
tt0097904,1417030,0,1417030,Monsieur Hire
tt0097937,14743391,0,14743391,My Left Foot
tt0097940,1541218,3755,1544973,Mystery Train
tt0097958,71319526,0,71319526,National Lampoon's Christmas Vacation
tt0097964,36106,0,36106,New Year's Day
tt0097965,10763469,0,10763469,New York Stories
tt0097967,15942628,0,15942628,Next of Kin
tt0097971,337812,0,337812,Night Game
tt0097981,22168359,0,22168359,A Nightmare on Elm Street 5: The Dream Child
tt0097987,16093651,0,16093651,No Holds Barred
tt0098022,3574256,0,3574256,Old Gringo
tt0098042,294266,0,294266,Out Cold
tt0098051,10647219,0,10647219,The Package
tt0098061,241278,0,241278,Paperhouse
tt0098067,100047830,26250000,126297830,Parenthood
tt0098068,870532,0,870532,Parents
tt0098084,57469467,0,57469467,Pet Sematary
tt0098087,1055416,0,1055416,The Little Thief
tt0098090,3953745,0,3953745,The Phantom of the Opera
tt0098093,3560932,0,3560932,Physical Evidence
tt0098097,12143484,0,12143484,Pink Cadillac
tt0098105,11567217,0,11567217,Police Academy 6: City Under Siege
tt0098112,283747,0,283747,Powwow Highway
tt0098115,18587135,0,18587135,Prancer
tt0098153,1236844,0,1236844,Queen of Hearts
tt0098158,100326,0,100326,Race for Glory
tt0098160,201468,0,201468,The Rachel Papers
tt0098165,444055,0,444055,The Rainbow
tt0098180,4192440,0,4192440,Red Scorpion
tt0098184,6985999,0,6985999,Relentless
tt0098188,9015164,0,9015164,Renegades
tt0098193,192816,0,192816,The Return of Swamp Thing
tt0098206,30050028,0,30050028,Road House
tt0098213,6706368,1000000,7706368,Roger & Me
tt0098219,1316495,0,1316495,Romero
tt0098222,2043889,0,2043889,Rooftops
tt0098224,574080,0,574080,Rosalie Goes Shopping
tt0098230,3169719,0,3169719,Rude Awakening
tt0098258,20781385,733811,21515196,Say Anything...
tt0098260,8800000,0,8800000,Scandal
tt0098261,2156471,0,2156471,Scenes from the Class Struggle in Beverly Hills
tt0098273,58571513,52308000,110879513,Sea of Love
tt0098276,5368865,0,5368865,Second Sight
tt0098282,46908987,0,46908987,"See No Evil, Hear No Evil"
tt0098283,4795009,0,4795009,See You in the Morning
tt0098300,6957975,0,6957975,Shag
tt0098308,12065892,0,12065892,She's Out of Control
tt0098309,15351421,0,15351421,She-Devil
tt0098319,6056912,0,6056912,Shirley Valentine
tt0098320,16554699,0,16554699,Shocker
tt0098330,95836,0,95836,Signs of Life
tt0098335,2260616,0,2260616,Sing
tt0098343,19674852,0,19674852,Skin Deep
tt0098347,463972,0,463972,Slaves of New York
tt0098356,401421,0,401421,Some Girls
tt0098368,76609,0,76609,Speaking Parts
tt0098369,3077361,0,3077361,Cannonball Fever
tt0098375,50367,0,50367,Spontaneous Combustion
tt0098382,52210049,0,52210049,Star Trek V: The Final Frontier
tt0098383,4348025,0,4348025,Staying Together
tt0098384,84614512,12145000,96759512,Steel Magnolias
tt0098385,1519796,0,1519796,Stepfather II
tt0098390,741221,0,741221,The Story of Boys & Girls
tt0098394,764794,0,764794,Strapless
tt0098415,62683,0,62683,Survival Quest
tt0098436,510712,0,510712,The Tall Guy
tt0098439,63408614,0,63408614,Tango & Cash
tt0098442,9114702,0,9114702,Tap
tt0098453,27843,0,27843,Teen Witch
tt0098454,59405,0,59405,Ten Little Indians
tt0098465,518918,0,518918,"Thelonious Monk: Straight, No Chaser"
tt0098471,40586886,0,40586886,Three Fugitives
tt0098502,363561,0,363561,The Toxic Avenger Part III: The Last Temptation of Toxie
tt0098503,792966,0,792966,The Toxic Avenger Part II
tt0098513,408839,0,408839,Triumph of the Spirit
tt0098519,8508843,0,8508843,Troop Beverly Hills
tt0098520,1776440,0,1776440,Too Beautiful for You
tt0098524,8742750,0,8742750,True Believer
tt0098528,1354268,0,1354268,True Love
tt0098536,71079915,0,71079915,Turner & Hooch
tt0098546,6157157,0,6157157,UHF
tt0098554,66758538,12500000,79258538,Uncle Buck
tt0098557,147542,0,147542,Under the Boardwalk
tt0098575,1132112,0,1132112,Valmont
tt0098577,725131,0,725131,Vampire's Kiss
tt0098619,657190,0,657190,War Party
tt0098621,86888546,73300000,160188546,The War of the Roses
tt0098622,9094451,0,9094451,Warlock
tt0098625,10555348,0,10555348,We're No Angels
tt0098627,30218387,0,30218387,Weekend at Bernie's
tt0098631,1029822,0,1029822,Welcome Home
tt0098635,92823546,0,92823546,When Harry Met Sally...
tt0098638,73131,0,73131,When the Whales Came
tt0098645,10982364,0,10982364,Who's Harry Crumb?
tt0098659,2023282,0,2023282,Winter People
tt0098660,1089000,0,1089000,Wired
tt0098663,14278900,0,14278900,The Wizard
tt0098678,3690328,0,3690328,Worth Winning
tt0098724,24741667,0,24741667,"Sex, Lies, and Videotape"
tt0098725,938065,0,938065,Sweetie
tt0098966,71609321,0,71609321,Three Men and a Little Lady
tt0098987,21413502,0,21413502,The Adventures of Ford Fairlane
tt0098994,2678414,0,2678414,"After Dark, My Sweet"
tt0099005,31053601,2407668,33461269,Air America
tt0099012,7331647,0,7331647,Alice
tt0099018,6939946,0,6939946,Almost an Angel
tt0099028,269823,0,269823,American Dream
tt0099039,855810,0,855810,Angel Town
tt0099040,1054638,0,1054638,An Angel at My Table
tt0099044,80818974,72700000,153518974,Another 48 Hrs.
tt0099052,53208180,0,53208180,Arachnophobia
tt0099073,15740796,0,15740796,Avalon
tt0099077,52096475,0,52096475,Awakenings
tt0099088,87727583,156800000,244527583,Back to the Future Part III
tt0099091,12626043,0,12626043,Bad Influence
tt0099128,19740070,0,19740070,Betsy's Wedding
tt0099136,59227,0,59227,Crossing the Line
tt0099141,70978012,67719000,138697012,Bird on a Wire
tt0099155,1292323,0,1292323,Bloodfist II
tt0099160,8217997,0,8217997,Blue Steel
tt0099164,2415312,0,2415312,Body Chemistry
tt0099165,15691192,0,15691192,The Bonfire of the Vanities
tt0099166,1382259,0,1382259,Book of Love
tt0099173,1627955,0,1627955,Brain Dead
tt0099200,805472,0,805472,C'est la vie
tt0099204,27627310,0,27627310,Cadillac Man
tt0099242,259486,0,259486,Chattahoochee
tt0099250,85395,0,85395,Chicago Joe and the Showgirl
tt0099253,28501605,7262000,35763605,Child's Play 2
tt0099266,1477071,0,1477071,My Mother's Castle
tt0099277,2459895,0,2459895,Class of 1999
tt0099291,947306,0,947306,Come See the Paradise
tt0099292,1244381,0,1244381,The Comfort of Strangers
tt0099300,13623,0,13623,Convicts
tt0099305,1006575,0,1006575,Corporate Affairs
tt0099310,715983,0,715983,Coupe de Ville
tt0099316,13236513,0,13236513,Crazy People
tt0099327,1494969,0,1494969,A Cry in the Wild
tt0099329,8266343,0,8266343,Cry-Baby
tt0099334,5820020,0,5820020,Cyrano de Bergerac
tt0099341,1108429,0,1108429,Daddy Nostalgia
tt0099342,1373728,0,1373728,Daddy's Dyin'... Who's Got the Will?
tt0099348,184208848,240000000,424208848,Dances with Wolves
tt0099365,33878502,15000000,48878502,Darkman
tt0099371,82670733,75250000,157920733,Days of Thunder
tt0099385,16853487,0,16853487,Death Warrant
tt0099395,2218579,0,2218579,Def by Temptation
tt0099397,6413375,0,6413375,Defenseless
tt0099399,6698361,0,6698361,Delta Force 2: The Colombian Connection
tt0099409,2742912,0,2742912,Desperate Hours
tt0099422,103738726,59000000,162738726,Dick Tracy
tt0099423,117540947,122490147,240031094,Die Hard 2
tt0099450,1171762,0,1171762,The Boyfriend School
tt0099460,2346150,0,2346150,Downtown
tt0099472,18115724,0,18115724,DuckTales the Movie: Treasure of the Lost Lamp
tt0099480,2100538,0,2100538,Eating
tt0099487,56362352,29661653,86024005,Edward Scissorhands
tt0099512,25029569,0,25029569,Ernest Goes to Jail
tt0099520,1372350,0,1372350,Everybody Wins
tt0099528,26098824,12925427,39024251,The Exorcist III
tt0099558,10405394,0,10405394,Armour of God 2: Operation Condor
tt0099566,1494399,0,1494399,The Field
tt0099575,14760451,0,14760451,Fire Birds
tt0099578,22424195,0,22424195,The First Power
tt0099581,6488114,0,6488114,Flashback
tt0099582,61489265,0,61489265,Flatliners
tt0099587,14587732,0,14587732,Flight of the Intruder
tt0099594,83490,0,83490,Fools of Fortune
tt0099595,1823154,0,1823154,The Forbidden Dance
tt0099606,1305887,0,1305887,The Fourth War
tt0099611,205068,0,205068,Frankenhooker
tt0099612,334748,0,334748,Roger Corman's Frankenstein Unbound
tt0099615,21460601,0,21460601,The Freshman
tt0099623,8141292,0,8141292,Funny About Love
tt0099636,2032973,0,2032973,Gate 2: The Trespassers
tt0099653,217631306,288071282,505702588,Ghost
tt0099654,24707633,714000,25421633,Ghost Dad
tt0099669,1730856,0,1730856,My Father's Glory
tt0099674,66666062,70100000,136766062,The Godfather: Part III
tt0099685,46836214,0,46836214,Goodfellas
tt0099691,4562778,0,4562778,Graffiti Bridge
tt0099697,11582891,0,11582891,Graveyard Shift
tt0099699,29888235,0,29888235,Green Card
tt0099700,41482207,0,41482207,Gremlins 2: The New Batch
tt0099703,13446769,0,13446769,The Grifters
tt0099710,17037887,0,17037887,The Guardian
tt0099726,20710451,0,20710451,Hamlet
tt0099731,4960385,0,4960385,The Handmaid's Tale
tt0099733,3299382,0,3299382,Happily Ever After
tt0099739,47410827,0,47410827,Hard to Kill
tt0099740,5728953,0,5728953,Hardware
tt0099743,1547867,0,1547867,The Haunting of Morella
tt0099747,9243140,0,9243140,Havana
tt0099750,4134992,0,4134992,Heart Condition
tt0099762,11567449,11905000,23472449,Henry & June
tt0099763,609939,0,609939,Henry: Portrait of a Serial Killer
tt0099768,1030938,0,1030938,Hidden Agenda
tt0099776,5575738,0,5575738,Europa Europa
tt0099785,285761243,190923432,476684675,Home Alone
tt0099797,1293976,0,1293976,The Hot Spot
tt0099800,26385627,0,26385627,House Party
tt0099810,122012643,78500000,200512643,The Hunt for Red October
tt0099816,15104156,0,15104156,Shipwrecked
tt0099817,4348368,0,4348368,Dark Angel
tt0099819,16186793,0,16186793,I Love You to Death
tt0099832,2544504,0,2544504,Impulse
tt0099850,27734391,0,27734391,Internal Affairs
tt0099857,356077,0,356077,Iron & Silk
tt0099871,26118851,0,26118851,Jacob's Ladder
tt0099878,20305841,0,20305841,Jetsons: The Movie
tt0099892,39404261,0,39404261,Joe Versus the Volcano
tt0099902,1986433,0,1986433,Ju Dou
tt0099938,91457688,110500000,201957688,Kindergarten Cop
tt0099939,2554476,0,2554476,King of New York
tt0099951,2060847,0,2060847,The Krays
tt0099969,4263112,0,4263112,Lambada
tt0099991,1531489,0,1531489,The Last of the Finest
tt0099994,5765562,0,5765562,Leatherface: Texas Chainsaw Massacre III
tt0100003,3473905,0,3473905,The Lemon Sisters
tt0100024,1516414,0,1516414,Life Is Sweet
tt0100029,24078196,193000,24271196,Lionheart
tt0100031,4347648,0,4347648,Lisa
tt0100046,4873620,0,4873620,The Long Walk Home
tt0100049,4609953,0,4609953,Longtime Companion
tt0100050,47789074,0,47789074,Look Who's Talking Too
tt0100053,5585154,0,5585154,Loose Cannons
tt0100054,13985225,0,13985225,Lord of the Flies
tt0100065,1436308,0,1436308,Love at Large
tt0100100,92706,0,92706,A Man Called Sarge
tt0100112,1217084,0,1217084,The Hairdresser's Husband
tt0100114,46044396,11924540,57968936,Marked for Death
tt0100116,129778,0,129778,Martians Go Home
tt0100129,485772,0,485772,Meet the Applegates
tt0100133,27441977,0,27441977,Memphis Belle
tt0100134,6070725,0,6070725,Men Don't Leave
tt0100135,16247964,0,16247964,Men at Work
tt0100140,35419397,0,35419397,Mermaids
tt0100142,2960492,0,2960492,Metropolitan
tt0100143,9888167,0,9888167,Miami Blues
tt0100150,5080409,0,5080409,Miller's Crossing
tt0100151,774048,0,774048,Mindwalk
tt0100157,61276872,0,61276872,Misery
tt0100168,16153593,0,16153593,Mo' Better Blues
tt0100196,4011793,0,4011793,Mountains of the Moon
tt0100200,7698010,0,7698010,Mr. & Mrs. Bridge
tt0100201,15379253,0,15379253,Mr. Destiny
tt0100211,6263883,0,6263883,Music Box
tt0100212,23591472,0,23591472,My Blue Heaven
tt0100222,81777,0,81777,Naked Tango
tt0100224,10873237,0,10873237,Narrow Margin
tt0100232,25069101,0,25069101,Navy Seals
tt0100240,17373527,0,17373527,The NeverEnding Story II: The Next Chapter
tt0100254,166635,0,166635,Night Visitor
tt0100258,5835247,0,5835247,Night of the Living Dead
tt0100260,8862354,0,8862354,Nightbreed
tt0100263,5017971,0,5017971,La Femme Nikita
tt0100275,3624,0,3624,The Wandering Soap Opera
tt0100280,10959015,0,10959015,Nuns on the Run
tt0100281,1781694,0,1781694,The Nutcracker Prince
tt0100301,11359129,0,11359129,Opportunity Knocks
tt0100317,577701,0,577701,Overexposed
tt0100318,29381956,15544750,44926706,Pacific Heights
tt0100330,7991,0,7991,Paper Mask
tt0100332,3779620,0,3779620,Paris Is Burning
tt0100389,123470,0,123470,Open Doors
tt0100395,39071603,0,39071603,Postcards from the Edge
tt0100403,30669413,26450905,57120318,Predator 2
tt0100404,86303188,135000000,221303188,Presumed Innocent
tt0100405,178406268,285000000,463406268,Pretty Woman
tt0100414,52654,0,52654,Prisoners of the Sun
tt0100419,53470891,18800000,72270891,Problem Child
tt0100436,11541758,0,11541758,Pump Up the Volume
tt0100442,11207891,0,11207891,Q & A
tt0100449,15260154,0,15260154,Quick Change
tt0100468,13136,0,13136,Red Surf
tt0100469,17042,0,17042,The Reflecting Skin
tt0100470,261718,0,261718,Journey of Hope
tt0100475,1382462,0,1382462,Repossessed
tt0100477,27931461,0,27931461,The Rescuers Down Under
tt0100480,610402,0,610402,The Return of Superfly
tt0100485,15645616,0,15645616,Revenge
tt0100486,15445131,0,15445131,Reversal of Fortune
tt0100488,561000,0,561000,Rich Girl
tt0100491,295444,0,295444,Riff-Raff
tt0100502,45681173,0,45681173,RoboCop 2
tt0100507,40946358,79000000,119946358,Rocky V
tt0100514,21633874,0,21633874,The Rookie
tt0100519,739104,0,739104,Rosencrantz & Guildenstern Are Dead
tt0100530,22997992,0,22997992,The Russia House
tt0100557,2281569,0,2281569,The Nasty Girl
tt0100594,2075084,0,2075084,The Sheltering Sky
tt0100602,3417056,0,3417056,A Shock to the System
tt0100604,4010647,0,4010647,Short Time
tt0100606,91578,0,91578,A Show of Force
tt0100611,17854933,0,17854933,Sibling Rivalry
tt0100631,8533973,0,8533973,Ski Patrol
tt0100639,1242995,0,1242995,Slumber Party Massacre III
tt0100666,15369573,0,15369573,Spaced Invaders
tt0100670,52310,0,52310,The Spirit of '76
tt0100680,5820015,0,5820015,Stanley & Iris
tt0100681,1745470,0,1745470,Everybody's Fine
tt0100684,421,0,421,State Park
tt0100685,1911542,0,1911542,State of Grace
tt0100691,20240128,0,20240128,Stella
tt0100707,1510053,0,1510053,Streets
tt0100708,541626,0,541626,Strike It Rich
tt0100740,16324573,0,16324573,Tales from the Darkside: The Movie
tt0100747,604624,0,604624,Auntie Danielle
tt0100758,135265915,66700000,201965915,Teenage Mutant Ninja Turtles
tt0100774,717772,0,717772,Thousand Pieces of Gold
tt0100791,1161135,0,1161135,To Sleep with Anger
tt0100802,119412921,141905000,261317921,Total Recall
tt0100814,16667084,0,16667084,Tremors
tt0100822,1794001,0,1794001,Tune in Tomorrow...
tt0100827,349618,0,349618,Two Evil Eyes
tt0100828,10005969,0,10005969,The Two Jakes
tt0100873,2231274,0,2231274,Vincent & Theo
tt0100879,1224605,0,1224605,Vital Signs
tt0100899,808690,0,808690,Waiting for the Light
tt0100905,232981,0,232981,Weapons of the Spirit
tt0100911,3989297,0,3989297,"Welcome Home, Roxy Carmichael"
tt0100924,1106475,0,1106475,Where the Heart Is
tt0100928,2319124,0,2319124,White Hunter Black Heart
tt0100930,2343,0,2343,Who Shot Pat?
tt0100931,83882,0,83882,Why Me?
tt0100934,11060485,0,11060485,Wild Orchid
tt0100935,14560247,0,14560247,Wild at Heart
tt0100944,10360553,0,10360553,The Witches
tt0100946,1218730,0,1218730,Without You I'm Nothing
tt0100994,44143410,0,44143410,Young Guns II
tt0100998,1963207,0,1963207,Dreams
tt0101026,4087361,0,4087361,Tie Me Up! Tie Me Down!
tt0101252,2120564,0,2120564,29th Street
tt0101254,922872,0,922872,35 Up
tt0101258,146310,42320,188630,Days of Being Wild
tt0101272,113502426,78000000,191502426,The Addams Family
tt0101273,396573,0,396573,The Adjuster
tt0101276,53932,0,53932,Afraid of the Dark
tt0101301,14812144,0,14812144,All I Want for Christmas
tt0101316,4899194,0,4899194,The Lover
tt0101317,1407309,0,1407309,Lovers: A True Story
tt0101318,29679,0,29679,The Lovers on the Bridge
tt0101324,23034,0,23034,American Friends
tt0101326,358047,0,358047,American Ninja 4: The Annihilation
tt0101329,22166041,18600000,40766041,An American Tail: Fievel Goes West
tt0101356,2865916,0,2865916,Another You
tt0101358,1002078,0,1002078,Screenplay: Antonia and Jane
tt0101371,6375979,0,6375979,Article 99
tt0101373,1345903,0,1345903,At Play in the Fields of the Lord
tt0101393,77868585,74500000,152368585,Backdraft
tt0101404,184890,0,184890,The Ballad of the Sad Cafe
tt0101410,6153939,0,6153939,Barton Fink
tt0101412,869325,0,869325,Beastmaster 2: Through the Portal of Time
tt0101414,218967620,206740706,425708326,Beauty and the Beast
tt0101416,272931,0,272931,Becoming Colette
tt0101428,403056,0,403056,La Belle Noiseuse
tt0101444,271327,0,271327,Big Girls Don't Cry... They Get Even
tt0101452,38037513,0,38037513,Bill & Ted's Bogus Journey
tt0101453,15565363,0,15565363,Billy Bathgate
tt0101455,8667684,0,8667684,Bingo
tt0101458,829625,0,829625,Until the End of the World
tt0101465,8211952,0,8211952,Black Robe
tt0101478,8780,0,8780,Blood and Concrete
tt0101481,35154,0,35154,Bloodfist III: Forced to Fight
tt0101492,9188150,0,9188150,Body Parts
tt0101507,57504069,0,57504069,Boyz n the Hood
tt0101510,158243,0,158243,Bright Angel
tt0101516,49114016,0,49114016,Bugsy
tt0101523,9689816,0,9689816,The Butcher's Wife
tt0101524,6220,0,6220,By the Sword
tt0101529,789127,0,789127,Cabeza de Vaca
tt0101531,2070871,0,2070871,Cadence
tt0101540,79091969,103200000,182291969,Cape Fear
tt0101545,11336986,0,11336986,Career Opportunities
tt0101578,4212828,0,4212828,China Cry: A True Story
tt0101587,124033791,55000000,179033791,City Slickers
tt0101588,1345015,0,1345015,City of Hope
tt0101590,24277858,4000060,28277918,Class Action
tt0101595,135893,0,135893,Close My Eyes
tt0101597,259012,0,259012,Closet Land
tt0101605,14919570,0,14919570,The Commitments
